OBJECTID,WELLWIDTH,WELLLENGTH,PAREAWIDTH,LOWWELL,SPECIES,STNAME,Location 1
25965,0,0,4,None,Cinnamomum camphora,LAWTON AV,"6013
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
19306,0,0,5,None,Liquidambar styraciflua,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25964,0,0,2.5,None,Malus sp,HILLEGASS AV,"6174
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25972,2,3,0,Low,Dead,TELEGRAPH AV,"5100
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25961,2,2,0,Low,Platanus acerifolia,SHAFTER AV,"5618
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25971,0,0,6,None,Liquidambar styraciflua,TELEGRAPH AV,"6318
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25981,0,0,4,None,Fraxinus sp,NORTH ST,"486
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25977,0,0,7,None,Liquidambar styraciflua,CHABOT RD,"6140
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25985,0,0,2.5,None,Unknown,ROSS ST,"5920
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25979,2,4,0,None,Pyrus kawakami,ROCKWELL ST,"6033
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25975,1.5,27,0,Low,Prunus sp,HARWOOD AV,"6225
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25966,0,0,4,None,Fraxinus sp,COLBY ST,"6298
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25988,0,0,3,None,Juniperus sp,PRESLEY WY,"5715
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25976,0,0,6,None,Ulmus parvifolia,BROADWAY,"5338
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25960,0,0,4,None,Fraxinus sp,63RD ST,"381
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25967,0,0,4,None,Platanus acerifolia,LAWTON AV,"5590
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25969,0,0,2.5,None,Jacaranda acutifolia,COLBY ST,"5835
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25962,0,0,3.5,None,Platanus acerifolia,KALES AV,"5500
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25980,0,0,2,None,Prunus sp,63RD ST,"367
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25986,3.5,3,0,None,Ulmus parvifolia,HARWOOD AV,"6517
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25974,0,0,3.5,None,Celtis sp,TAFT AV,"5595
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25963,0,0,3.5,None,Robinia hybrid,MILES AV,"5185
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26002,2.5,4,0,None,Betula sp,"BIRCH CT
(49.35807231215533, -95.09350767317716)","0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25991,0,0,6,None,Ulmus parvifolia,BROADWAY,"5610
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26013,0,0,6,None,Ulmus parvifolia,BROADWAY,"5512
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
4205,0,0,2,None,Platanus acerifolia,BROOKWOOD PL,"661
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26016,0,0,4,None,Betula sp,IVANHOE RD,"5900
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25993,0,0,4,None,Fraxinus sp,61ST ST,"398
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26008,0,0,3,None,Liquidambar styraciflua,TAFT AV,"5941
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26009,2,2,0,None,Ginkgo biloba,MANOA ST,"6248
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26000,4.5,12,0,None,Fraxinus sp,62ND ST,"441
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26015,0,0,2,None,Prunus cerasifera/blireiana,HARWOOD AV,"6029
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25999,3,5,0,None,Tristaniopsis laurina,CORONADO AV,"5138
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26012,0,0,3,None,Prunus cerasifera/blireiana,ROSS ST,"5812
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25995,0,0,3,None,Celtis sp,DANA ST,"6320
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26003,4,5,0,None,Cercis sp,PATTON ST,"5833
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26007,0,0,3,None,Prunus sp,MANILA AV,"5444
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26017,0,0,3,None,Acer sp,BRYANT AV,"5336
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25996,2.5,4,0,Moderate,Lagerstroemia indica,BOYD AV,"5359
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25998,3,3,0,None,Celtis sp,DESMOND ST,"5255
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26014,0,0,6,None,Shrub,BROADWAY,"5758
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26010,0,0,4,None,Cercis sp,PATTON ST,"5819
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26004,0,0,4,None,Ulmus americana,IVANHOE RD,"5900
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25997,2.5,3,0,Low,Prunus sp,SHAFTER AV,"5300
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25992,3,3,0,None,Liquidambar styraciflua,DANA ST,"6382
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26005,0,0,3,None,Fraxinus sp,PRESLEY WY,"5739
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
25990,0,0,1.5,None,Liquidambar styraciflua,ROSS ST,"5901
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26041,3,3,0,None,Celtis sp,62ND ST,"336
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26036,0,0,4,None,Liquidambar styraciflua,COLBY ST,"5833
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26030,0,0,3.5,None,Liquidambar styraciflua,CHABOT RD,"6701
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26019,3,8,0,None,Robinia sp,KEITH AV,"5673
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26029,2,4,0,Moderate,Platanus acerifolia,COLLEGE AV,"5601
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26028,0,0,6,None,Ulmus parvifolia,BROADWAY,"5610
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26027,5,8,0,None,Ulmus parvifolia,BROADWAY,"5463
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26038,0,0,3,None,Dead,MANILA AV,"5536
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26044,3,4,0,Low,Pyrus calleryana cvs,COLLEGE AV,"5808
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26043,0,0,3,None,Other,EUCALYPTUS RD,"36
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26039,0,0,3,None,Ginkgo biloba,ROCKWELL ST,"6231
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26026,0,0,2.5,None,Celtis sp,SHAFTER AV,"5224
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26046,4,7.5,0,None,Fraxinus o. `Raywood',SHAFTER AV,"5310
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26034,0,0,6,None,Ulmus parvifolia,CHABOT RD,"6609
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26032,0,0,2,None,Celtis sp,CHABOT CREST,"5924
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26022,0,0,0,None,Robinia hybrid,CLIFTON ST,"377
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26020,0,0,3,None,Schinus terebinthefolia,BRYANT AV,"5366
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26040,1,1,0,Low,Betula sp,BROADWAY TR,"5290
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26023,0,0,6,None,Liquidambar styraciflua,HUDSON ST,"371
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26031,3.5,3,0,Moderate,Jacaranda acutifolia,CHABOLYN TR,"5957
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26042,3,3,0,None,Melaleuca sp,63RD ST,"460
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26035,0,0,3.5,None,Robinia hybrid,MILES AV,"5185
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26045,0,0,2,None,Podocarpus gracilior,BROADWAY,"5539
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26018,0,0,1.5,None,Prunus cerasifera/blireiana,HARWOOD AV,"6119
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26025,3,3,0,None,Quercus sp,MANILA AV,"5312
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26052,0,0,4,None,Celtis sp,CHABOT RD,"6231
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26056,0,0,3,None,Crataegus phaenopyrum,MANILA AV,"5536
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26048,0,0,3,None,Malus sp,MANOA ST,"6249
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26073,0,0,3,None,Pistacia chinensis,CHABOT CT,"5850
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
35645,3.5,3,0,None,Ulmus parvifolia,HARWOOD AV,"6517
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26075,0,0,2,None,Celtis sp,CHABOT CREST,"5940
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26049,0,0,3,None,Olea europaea,MCMILLAN ST,"5523
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26051,0,0,3.5,None,Prunus cerasifera/blireiana,TAFT AV,"5493
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26059,3,3,0,None,Quercus sp,MANILA AV,"5350
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26060,3,3,0,None,Gleditsia triacanthos,CORONADO AV,"5108
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26057,0,0,1.5,None,Prunus cerasifera/blireiana,HARWOOD AV,"6133
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26068,0,0,3,None,Acer sp,KALES AV,"5499
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26064,0,0,3,None,Fraxinus o. `Raywood',THOMAS AV,"5500
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26050,2.5,4,0,Low,Other,LAWTON AV,"5268
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26069,2,5,0,None,Lagerstroemia indica,ROCKWELL ST,"6021
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26074,3,3,0,None,Schinus terebinthefolia,CHABOT RD,"6400
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26062,0,0,0,None,Platanus acerifolia,LAWTON AV,"5554
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26061,0,0,2,None,Robinia sp,KEITH AV,"5719
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26066,0,0,3,None,Lagerstroemia indica,THOMAS AV,"5555
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26058,0,0,4,None,Lophostemon confertus,LAWTON AV,"6047
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26053,0,0,3.5,None,Prunus cerasifera/blireiana,TAFT AV,"5485
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26055,0,0,3.5,None,Other,LAWTON AV,"5803
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26065,0,0,2,None,Podocarpus gracilior,BROADWAY,"5539
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26054,3,6,0,None,Pistacia chinensis,FLORIO ST,"6381
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26077,3.5,5.5,0,Low,Eucalyptus polyanthemos,LOCKSLEY AV,"5377
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26084,0,0,5,None,Pinus pinea,HUDSON ST,"429
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26086,0,0,3.5,None,Fraxinus sp,CHABOLYN TR,"5942
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26082,0,0,6,None,Ulmus parvifolia,BROADWAY,"5410
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26097,4,6,0,None,Robinia hybrid,DESMOND ST,"5204
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26094,0,0,0,None,Stump,BENVENUE AV,"6432
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26076,0,0,3,None,Acer sp,AUBURN AV,"6212
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26091,4,6,0,None,Ulmus parvifolia,61ST ST,"448
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26102,4,5,0,Low,Pyrus calleryana cvs,LAWTON AV,"5133
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26079,0,0,4,None,Cercis sp,PATTON ST,"5839
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26090,2,4,0,Low,Other,BOYD AV,"5355
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26099,3,3,0,None,Liquidambar styraciflua,TELEGRAPH AV,"6633
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26078,2.5,3,0,None,Fraxinus o. `Raywood',CLAREMONT AV,"5511
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26087,0,0,3,None,Quercus agrifolia,BENVENUE AV,"6463
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26092,0,0,3,None,Platanus acerifolia,BROADWAY,"5645
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26103,3,4,0,Low,Lophostemon confertus,COLLEGE AV,"5930
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26095,0,0,2.5,None,Prunus cerasifera/blireiana,EUCALYPTUS RD,"72
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26083,0,0,5,None,Ulmus parvifolia,BROADWAY,"5359
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26088,0,0,3.5,None,Fagus sylvatica,DANA ST,"6615
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26089,0,0,3,None,Cercis sp,BENVENUE AV,"3101
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26098,0,0,2.5,None,Acer sp,FOREST ST,"574
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26096,0,0,3,None,Dead,MANILA AV,"5300
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26085,0,0,3,None,Pinus sp,CLAREMONT AV,"6300
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26100,3,3,0,None,Platanus acerifolia,COLLEGE AV,"5372
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26104,2,3,0,None,Callistemon sp,COLLEGE AV,"6310
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26122,0,0,2,None,Tristaniopsis I. `Elegant,MANILA AV,"5443
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26125,0,0,3,None,Cercis sp,FLORIO ST,"6365
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26130,4,6,0,None,Robinia sp,KEITH AV,"5661
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
12143,0,0,5,None,Quercus suber,EAST 19TH ST,"2342
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26126,0,0,3,None,Prunus sp,THOMAS AV,"5421
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26114,4,9,0,None,Platanus acerifolia,TELEGRAPH AV,"5132
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26123,0,0,3.5,None,Platanus acerifolia,LAWTON AV,"5810
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26116,2.5,3,0,Low,Fraxinus o. `Raywood',CLAREMONT AV,"5511
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26119,0,0,5,None,Liquidambar styraciflua,TELEGRAPH AV,"6360
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26121,4,4,0,None,Schinus terebinthefolia,BRYANT AV,"5398
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26109,0,0,6,None,Liquidambar styraciflua,LOCKSLEY AV,"5392
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26117,0,0,3,None,Gleditsia triacanthos,THOMAS AV,"5364
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26106,0,0,3,None,Ginkgo biloba,THOMAS AV,"5321
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26127,0,0,3,None,Platanus acerifolia,THOMAS AV,"5333
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26111,0,0,5,None,Robinia hybrid,CORONADO AV,"5222
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26128,0,0,3,None,Robinia hybrid,CORONADO AV,"5151
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26112,0,0,3,None,Other,MANILA AV,"5321
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26108,0,0,3,None,Platanus acerifolia,BROADWAY,"5610
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26110,0,0,3,None,Liquidambar styraciflua,None,"0
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26107,0,0,3.5,None,Celtis sp,CHABOT RD,"6721
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26133,0,0,4,None,Cinnamomum camphora,REGENT ST,"6406
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26132,3,2.5,0,Moderate,Fagus sylvatica,65TH ST,"438
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26105,3,3,0,None,Platanus acerifolia,LAWTON AV,"5546
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26131,0,0,3,None,Ulmus parvifolia,63RD ST,"489
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26115,2.5,3,0,Low,Celtis sp,51ST ST,"398
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26144,0,0,2,None,Jacaranda acutifolia,CHABOT CREST,"5956
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26140,4,7,0,None,Robinia sp,KEITH AV,"5681
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26157,0,0,2.5,None,Ulmus parvifolia,61ST ST,"432
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26151,0,0,2,None,Olea europaea,CHABOT CREST,"5933
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26161,3.5,12,0,None,Liquidambar styraciflua,ALCATRAZ AV,"356
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26134,1.5,4.5,0,Low,Prunus sp,HARWOOD AV,"6225
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26145,2.5,2.5,0,None,Prunus sp,SHAFTER AV,"5300
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26146,0,0,3,None,Liquidambar styraciflua,BELGRAVE PL,"5413
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26159,0,0,3.5,None,Pyrus calleryana cvs,DANA ST,"6605
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26162,0,0,4,None,Ulmus parvifolia,63RD ST,"465
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26147,2,24,0,None,Platanus acerifolia,CHABOT RD,"6686
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26149,0,0,3,None,Quercus sp,MANILA AV,"5345
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26136,0,0,3,None,Washingtonia filifera,BELGRAVE PL,"5421
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26143,2,2,0,None,Koelreuteria sp,COLLEGE AV,"6209
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26135,0,0,3,None,Pyrus calleryana cvs,MONROE AV,"6025
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26139,3,3,0,None,Quercus sp,GLENDALE AV,"352
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26155,0,0,3,None,Celtis sp,JAMES AV,"5244
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26150,0,0,2,None,Ceratonia siliqua,MANOR CREST,"6753
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26153,0,0,4,None,Ulmus parvifolia,63RD ST,"415
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26158,4,6,0,None,Ulmus parvifolia,61ST ST,"474
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26160,0,0,2,None,Other,HILLEGASS AV,"6142
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26152,0,0,2.5,None,Acer sp,AYALA AV,"5912
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26137,3,4,0,None,Pyrus calleryana cvs,COLLEGE AV,"5418
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26142,2,4,0,None,Catalpa sp,DESMOND ST,"5230
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26168,1.5,2.5,0,Low,Crataegus phaenopyrum,ROSS ST,"6054
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26170,2.5,8,0,Low,Other,COLBY ST,"6123
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26166,0,0,3.5,None,Prunus sp,DANA ST,"6542
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
17256,0,0,5,None,Liquidambar styraciflua,DAVIS ST,"3245
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26167,0,0,3,None,Lagerstroemia indica,BENVENUE AV,"6441
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26176,0,0,4,None,Fraxinus sp,63RD ST,"360
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26178,2,3,0,None,Liquidambar styraciflua,63RD ST,"460
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26191,0,0,2.5,None,Ulmus parvifolia,62ND ST,"331
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26171,0,0,5,None,Fraxinus sp,62ND ST,"454
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26164,1,1,0,None,Prunus cerasifera/blireiana,BENVENUE AV,"6454
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26190,0,0,3.5,None,Fraxinus sp,REGENT ST,"6444
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26179,0,0,3,None,Liquidambar styraciflua,REGENT ST,"6401
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26187,0,0,4,None,Prunus sp,62ND ST,"355
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26182,0,0,3.5,None,Crataegus phaenopyrum,REGENT ST,"6424
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26173,0,0,2.5,None,Ginkgo biloba,TELEGRAPH AV,"6548
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26177,4,8,0,None,Liquidambar styraciflua,63RD ST,"338
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26183,0,0,2,None,Ulmus parvifolia,DANA ST,"6304
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26181,4.5,13,0,None,Fraxinus sp,COLBY ST,"6123
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26172,5,9,0,None,Other,TELEGRAPH AV,"6129
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26185,0,0,2.5,None,Prunus sp,62ND ST,"445
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26175,0,0,4,None,Ulmus parvifolia,63RD ST,"420
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26189,0,0,4,None,Fraxinus sp,63RD ST,"390
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26169,0,0,4,None,Liquidambar styraciflua,62ND ST,"376
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26180,0,0,3.5,None,Platanus acerifolia,HILLEGASS AV,"6405
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26165,2,4,0,Moderate,Pyrus calleryana cvs,COLLEGE AV,"5391
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26199,3.5,6,0,Moderate,Prunus sp,REGENT ST,"6452
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26205,0,0,0,None,Platanus acerifolia,HILLEGASS AV,"6406
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26203,0,0,3.5,None,Ligustrum sp,REGENT ST,"6425
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26192,0,0,2.5,None,Other,LAWTON AV,"5272
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26217,0,0,0,None,Ulmus americana,HILLEGASS AV,"6460
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26202,3,5,0,None,Fraxinus sp,51ST ST,"330
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26209,2.5,4,0,None,Fraxinus sp,51ST ST,"328
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26193,0,0,2,None,Sapium sebiferum,61ST ST,"379
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26195,5,8,0,Low,Ulmus parvifolia,61ST ST,"430
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26196,0,0,3.5,None,Magnolia grandiflora,REGENT ST,"6440
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26213,0,0,5,None,Liquidambar styraciflua,63RD ST,"509
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26218,5,8,0,Low,Platanus acerifolia,TELEGRAPH AV,"6430
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26216,0,0,2.5,None,Quercus sp,MANILA AV,"5321
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26201,3,4,0,None,Magnolia grandiflora,WOOLSEY ST,"2616
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26214,4,54,0,None,Fraxinus sp,HILLEGASS AV,"6101
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26220,2.5,2.5,0,Low,Liquidambar styraciflua,TELEGRAPH AV,"6547
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26212,0,0,2.5,None,Lagerstroemia indica,HILLEGASS AV,"6175
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26215,2.5,3,0,None,Ulmus parvifolia,62ND ST,"343
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26207,4,12,0,None,Fraxinus sp,62ND ST,"438
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26194,3,3,0,None,Fagus sylvatica,65TH ST,"447
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26208,0,0,3,None,Liquidambar styraciflua,REGENT ST,"6401
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26200,3,6,0,None,Fraxinus sp,CLAREMONT AV,"6009
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26206,4,8,0,None,Liquidambar styraciflua,63RD ST,"320
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26198,0,0,3.5,None,Platanus acerifolia,HILLEGASS AV,"6413
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26204,2,4,0,Low,Pyrus calleryana cvs,COLLEGE AV,"5273
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26237,0,0,3,None,Prunus sp,EAST 20TH ST,"1130
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26225,4,8,0,Low,Other,HUDSON ST,"303
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26234,4,6,0,High,Lophostemon confertus,3RD AV,"1100
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
26224,0,0,3.5,None,Platanus acerifolia,WOOLSEY ST,"2500
Oakland, Ca
(37.80505999961946, -122.27301999967312)"
